unique_id,paso_horizonte,demanda_proyectada,p10_pesimista,p90_optimista,modelo
MASS0025,10,0.08825302124023438,0.0,4.1420578956604,TimesFM-3.0-PyTorch
MASS0025,11,0.11560678482055664,0.0,4.436738014221191,TimesFM-3.0-PyTorch
MASS0025,12,0.1135869026184082,0.0,4.630461692810059,TimesFM-3.0-PyTorch
MASS0025,13,0.11779642105102539,0.0,4.920218467712402,TimesFM-3.0-PyTorch
MASS0025,14,0.09059333801269531,0.0,5.239649772644043,TimesFM-3.0-PyTorch
MASS0025,15,0.10977458953857422,0.0,5.589412212371826,TimesFM-3.0-PyTorch
MASS0026,1,0.0,0.0,0.00035819970071315765,TimesFM-3.0-PyTorch
MASS0026,2,0.0,0.0,0.0001161862164735794,TimesFM-3.0-PyTorch
MASS0026,3,1.0050833225250244e-05,0.0,0.00039373524487018585,TimesFM-3.0-PyTorch
MASS0026,4,9.463727474212646e-05,0.0,0.00048060342669487,TimesFM-3.0-PyTorch
MASS0026,5,0.00030836835503578186,0.0,0.0005832873284816742,TimesFM-3.0-PyTorch
MASS0026,6,0.00044281966984272003,0.0,0.0007407255470752716,TimesFM-3.0-PyTorch
MASS0026,7,0.0003348402678966522,0.00021607056260108948,0.0010774899274110794,TimesFM-3.0-PyTorch
MASS0026,8,0.0001418720930814743,0.0,0.0007003527134656906,TimesFM-3.0-PyTorch
MASS0026,9,0.0002605188637971878,9.562820196151733e-06,0.000606779009103775,TimesFM-3.0-PyTorch
MASS0026,10,0.00019035674631595612,0.0,0.0008421801030635834,TimesFM-3.0-PyTorch
MASS0026,11,0.00011781975626945496,0.0,0.0007929094135761261,TimesFM-3.0-PyTorch
MASS0026,12,0.00014742091298103333,0.0,0.0006967596709728241,TimesFM-3.0-PyTorch
MASS0026,13,7.728114724159241e-05,0.0,0.0009883493185043335,TimesFM-3.0-PyTorch
MASS0026,14,0.00011285766959190369,0.0,0.0007438343018293381,TimesFM-3.0-PyTorch
MASS0026,15,0.00039363279938697815,0.0,0.0008200053125619888,TimesFM-3.0-PyTorch
MASS0040,1,1.3480033874511719,0.0,41.486690521240234,TimesFM-3.0-PyTorch
MASS0040,2,2.6300697326660156,0.0,76.30559539794922,TimesFM-3.0-PyTorch
MASS0040,3,5.954929351806641,0.0,88.16535949707031,TimesFM-3.0-PyTorch
MASS0040,4,9.416217803955078,0.15492630004882812,96.21730041503906,TimesFM-3.0-PyTorch
MASS0040,5,12.324108123779297,0.5969429016113281,101.60948181152344,TimesFM-3.0-PyTorch
MASS0040,6,14.433834075927734,1.0523872375488281,105.1475830078125,TimesFM-3.0-PyTorch
MASS0040,7,17.241798400878906,1.2873191833496094,106.93409729003906,TimesFM-3.0-PyTorch
MASS0040,8,18.16282081604004,0.8536415100097656,110.22566223144531,TimesFM-3.0-PyTorch
MASS0040,9,19.232852935791016,1.2801322937011719,113.10494995117188,TimesFM-3.0-PyTorch
MASS0040,10,19.898136138916016,1.098968505859375,115.95648193359375,TimesFM-3.0-PyTorch
MASS0040,11,20.379377365112305,0.5903663635253906,116.29261779785156,TimesFM-3.0-PyTorch
MASS0040,12,21.250354766845703,1.6617774963378906,117.65301513671875,TimesFM-3.0-PyTorch
MASS0040,13,21.626739501953125,2.264942169189453,118.81022644042969,TimesFM-3.0-PyTorch
MASS0040,14,22.078908920288086,1.5624122619628906,120.58116149902344,TimesFM-3.0-PyTorch
MASS0040,15,22.1212215423584,1.8408966064453125,120.68901062011719,TimesFM-3.0-PyTorch
MASS0045,1,0.0,0.0,0.004476636648178101,TimesFM-3.0-PyTorch
MASS0045,2,0.0,0.0,0.0017813146114349365,TimesFM-3.0-PyTorch
MASS0045,3,0.0,0.0,6.705522537231445e-07,TimesFM-3.0-PyTorch
MASS0045,4,0.0,0.0,0.0007771402597427368,TimesFM-3.0-PyTorch
MASS0045,5,0.0,0.0,0.0,TimesFM-3.0-PyTorch
MASS0045,6,0.0,0.0,0.0013137757778167725,TimesFM-3.0-PyTorch
MASS0045,7,0.0,0.0,0.0018187165260314941,TimesFM-3.0-PyTorch
MASS0045,8,0.0,0.0,0.0007009506225585938,TimesFM-3.0-PyTorch
MASS0045,9,0.0,0.0,0.0,TimesFM-3.0-PyTorch
MASS0045,10,0.0,0.0,0.0011234581470489502,TimesFM-3.0-PyTorch
MASS0045,11,0.0,0.0,0.0,TimesFM-3.0-PyTorch
MASS0045,12,0.0,0.0,9.144842624664307e-05,TimesFM-3.0-PyTorch
MASS0045,13,0.0,0.0,0.0,TimesFM-3.0-PyTorch
MASS0045,14,0.0,0.0,0.0,TimesFM-3.0-PyTorch
MASS0045,15,0.0,0.0,0.0016558021306991577,TimesFM-3.0-PyTorch
MASS0046,1,0.05627429485321045,0.0,4.688604831695557,TimesFM-3.0-PyTorch
MASS0046,2,0.07695126533508301,0.0,5.091742038726807,TimesFM-3.0-PyTorch
MASS0046,3,0.07915008068084717,0.0,5.228785037994385,TimesFM-3.0-PyTorch
MASS0046,4,0.06405222415924072,0.0,5.342766284942627,TimesFM-3.0-PyTorch
MASS0046,5,0.05989539623260498,0.0,5.453771114349365,TimesFM-3.0-PyTorch
