sku,demanda_semanal_prom,demanda_semanal_std,cv,n_semanas_historial,total_ventas,total_unidades,costo_unit_trans_prom,stock_actual,costo,cantidad_por_caja,CBMM,costo_final,clase_abc,clase_xyz,clase_abc_xyz,nivel_servicio,cbm_unitario,costo_flete_unitario,costo_puesto,demanda_anual,demanda_esperada_lt,rop,stock_seguridad,eoq_teorico,cajas_a_pedir,unidades_a_pedir,cbm_total_pedido,inversion_fob_usd,posicion_inventario,requiere_pedido,estado,porcentaje_contenedor
MASS1252,0.007042253521126761,0.08391813582966891,11.916375287812984,142,28.0,1.0,19.58,0.0,,1.0,0.05,19.58,C,Z,C-Z,0.75,0.05,4.25,23.83,0.36619718309859156,0.1056338028169014,0.32485210591689206,0.21921830309999066,3.2007359584288686,4,4,0.2,78.32,0.0,True,REORDENAR,0.29411764705882354
MASS1121,0.007042253521126761,0.08391813582966891,11.916375287812984,142,30.0,1.0,16.2,0.0,,1.0,0.05,16.2,C,Z,C-Z,0.75,0.05,4.25,20.45,0.36619718309859156,0.1056338028169014,0.32485210591689206,0.21921830309999066,3.4551365355325236,4,4,0.2,64.8,0.0,True,REORDENAR,0.29411764705882354
MASS0204,5.654929577464789,16.424357355282204,2.9044318112703276,142,1338.8600000000001,803.0,0.9998734177215189,0.0,0.85,150.0,0.05,0.85,B,Z,B-Z,0.85,0.0003333333333333334,0.028333333333333335,0.8783333333333333,294.056338028169,84.82394366197184,150.75278007432732,65.92883641235548,472.43271101294727,4,600,0.2,510.0,0.0,True,REORDENAR,0.29411764705882354
MASS0437,0.007042253521126761,0.08391813582966891,11.916375287812984,142,13.28,1.0,15.58,0.0,,1.0,0.05,15.58,C,Z,C-Z,0.75,0.05,4.25,19.83,0.36619718309859156,0.1056338028169014,0.32485210591689206,0.21921830309999066,3.5087345473841585,4,4,0.2,62.32,0.0,True,REORDENAR,0.29411764705882354
MASS1145,0.007042253521126761,0.08391813582966891,11.916375287812984,142,10.56,1.0,11.07,0.0,,1.0,0.05,11.07,C,Z,C-Z,0.75,0.05,4.25,15.32,0.36619718309859156,0.1056338028169014,0.32485210591689206,0.21921830309999066,3.9919260501688956,4,4,0.2,44.28,0.0,True,REORDENAR,0.29411764705882354
MASS0458,0.007042253521126761,0.08391813582966891,11.916375287812984,142,10.56,1.0,12.46,0.0,,1.0,0.05,12.46,C,Z,C-Z,0.75,0.05,4.25,16.71,0.36619718309859156,0.1056338028169014,0.32485210591689206,0.21921830309999066,3.8222900962428388,4,4,0.2,49.84,0.0,True,REORDENAR,0.29411764705882354
MASS1618,0.5704225352112676,1.6476843295926002,2.888533022248756,142,670.16,81.0,5.208,0.0,2.35,24.0,0.05,2.35,B,Z,B-Z,0.85,0.0020833333333333333,0.17708333333333334,2.5270833333333336,29.661971830985916,8.556338028169014,15.170289994452547,6.613951966283533,88.45952393628049,4,96,0.2,225.60000000000002,0.0,True,REORDENAR,0.29411764705882354
MASS1772,0.02112676056338028,0.1871135680914126,8.856708889660197,142,194.26,3.0,62.75333333333333,0.0,,1.0,0.05,62.75333333333333,C,Z,C-Z,0.75,0.05,4.25,67.00333333333333,1.0985915492957745,0.31690140845070425,0.8056958564975594,0.4887944480468551,3.3061632416272637,4,4,0.2,251.01333333333332,0.0,True,REORDENAR,0.29411764705882354
MASS2151,0.24647887323943662,1.3898651382013203,5.638881417845356,142,643.29,35.0,9.9675,0.0,4.95,10.0,0.05,4.95,C,Z,C-Z,0.75,0.005,0.425,5.375,12.816901408450704,3.6971830985915495,7.327910522670097,3.630727424078547,39.870956822571664,4,40,0.2,198.0,0.0,True,REORDENAR,0.29411764705882354
MASS0007,0.014084507042253521,0.16783627165933782,11.916375287812984,142,90.0,2.0,26.89,0.0,,1.0,0.05,26.89,C,Z,C-Z,0.75,0.05,4.25,31.14,0.7323943661971831,0.2112676056338028,0.6497042118337841,0.4384366061999813,3.95974814305082,4,4,0.2,107.56,0.0,True,REORDENAR,0.29411764705882354
MASS1350,0.007042253521126761,0.08391813582966891,11.916375287812984,142,18.63,1.0,12.42,0.0,,1.0,0.05,12.42,C,Z,C-Z,0.75,0.05,4.25,16.67,0.36619718309859156,0.1056338028169014,0.32485210591689206,0.21921830309999066,3.8268731795392967,4,4,0.2,49.68,0.0,True,REORDENAR,0.29411764705882354
MASS2678,0.07042253521126761,0.554131962212342,7.868673863415255,142,2570.5,10.0,149.0,0.0,,1.0,0.05,149.0,A,Z,A-Z,0.9,0.05,4.25,153.25,3.6619718309859155,1.0563380281690142,3.806732053437422,2.750394025268408,3.991274785616039,4,4,0.2,596.0,0.0,True,REORDENAR,0.29411764705882354
MASS2012,0.02112676056338028,0.1871135680914126,8.856708889660197,142,165.69,3.0,41.82,0.0,,1.0,0.05,41.82,C,Z,C-Z,0.75,0.05,4.25,46.07,1.0985915492957745,0.31690140845070425,0.8056958564975594,0.4887944480468551,3.987157499131706,4,4,0.2,167.28,0.0,True,REORDENAR,0.29411764705882354
MASS2014,0.02112676056338028,0.18711356809141264,8.856708889660199,142,230.4,3.0,56.0,0.0,,1.0,0.05,56.0,C,Z,C-Z,0.75,0.05,4.25,60.25,1.0985915492957745,0.31690140845070425,0.8056958564975594,0.4887944480468551,3.486534538823569,4,4,0.2,224.0,0.0,True,REORDENAR,0.29411764705882354
MASS1822,3.119718309859155,9.076883892431567,2.909520344752331,142,2353.2599999999998,443.0,2.9042608695652175,0.0,2.6,100.0,0.06625,2.6,A,Z,A-Z,0.9,0.0006625,0.0563125,2.6563125000000003,162.22535211267606,46.79577464788733,91.84823313832953,45.052458490442206,201.7781566586573,3,300,0.19875,780.0,0.0,True,REORDENAR,0.2922794117647059
MASS1821,3.704225352112676,11.728481870400673,3.166244155127178,142,3276.04,526.0,3.3317424242424245,3.0,3.08,100.0,0.06625,3.08,A,Z,A-Z,0.9,0.0006625,0.0563125,3.1363125000000003,192.61971830985914,55.563380281690144,113.77685407777065,58.21347379608051,202.3462115568026,3,300,0.19875,924.0,3.0,True,REORDENAR,0.2922794117647059
MASS1365,1.6830985915492958,3.203211416731916,1.9031632685185442,142,3573.44,239.0,5.2903496503496505,39.0,4.65,50.0,0.06601,4.65,A,Z,A-Z,0.9,0.0013201999999999999,0.112217,4.762217000000001,87.52112676056338,25.246478873239436,41.14538769466383,15.898908821424396,110.6894501419022,3,150,0.19802999999999998,697.5,39.0,True,REORDENAR,0.29122058823529406
MASS1627,3.915492957746479,10.149585435230456,2.5921603089977063,142,1849.78,556.0,1.0273305084745763,0.0,0.68,220.0,0.09867,0.68,B,Z,B-Z,0.85,0.00044849999999999995,0.0381225,0.7181225,203.6056338028169,58.732394366197184,99.47373622438138,40.7413418581842,434.76041919318607,2,440,0.19734,299.20000000000005,0.0,True,REORDENAR,0.29020588235294115
MASS2385,0.4647887323943662,1.8590853078865963,3.9998502078772225,142,743.97,66.0,3.651666666666667,2.0,2.75,60.0,0.098423,2.75,B,Z,B-Z,0.85,0.0016403833333333332,0.13943258333333333,2.8894325833333334,24.16901408450704,6.971830985915493,14.434365348080371,7.462534362164878,74.67539954127925,2,120,0.196846,330.0,2.0,True,REORDENAR,0.2894794117647059
MASS0601,3.823943661971831,8.141740187048422,2.129147525894799,142,2012.03,543.0,1.3715263157894735,20.0,1.25,120.0,0.0648,1.25,B,Z,B-Z,0.85,0.00054,0.0459,1.2959,198.8450704225352,57.359154929577464,90.04082674739045,32.68167181781299,319.83503865236065,3,360,0.1944,450.0,20.0,True,REORDENAR,0.2858823529411764
MASS0602,3.816901408450704,8.213135749594949,2.1517809528459093,142,1592.6100000000001,542.0,1.3305882352941176,62.0,1.25,120.0,0.0648,1.25,B,Z,B-Z,0.85,0.00054,0.0459,1.2959,198.4788732394366,57.25352112676056,90.22178110518638,32.96825997842582,319.54039553256104,3,360,0.1944,450.0,62.0,True,REORDENAR,0.2858823529411764
MASS1594,0.352112676056338,2.1344761448060225,6.061912251249105,142,198.11,50.0,2.78,0.0,2.0,25.0,0.048509375,2.0,C,Z,C-Z,0.75,0.001940375,0.164931875,2.164931875,18.309859154929576,5.28169014084507,10.85755564173667,5.5758655008916005,75.08872928566066,4,100,0.1940375,200.0,0.0,True,REORDENAR,0.28534926470588234
MASS1596,0.44366197183098594,2.181562482178767,4.917172578879126,142,299.87,63.0,2.9235714285714285,0.0,2.0,25.0,0.048509375,2.0,C,Z,C-Z,0.75,0.001940375,0.164931875,2.164931875,23.070422535211268,6.654929577464789,12.35379813217777,5.698868554712981,84.2868895785483,4,100,0.1940375,200.0,0.0,True,REORDENAR,0.28534926470588234
MASS1595,0.4295774647887324,1.925557439133784,4.482445186180284,142,324.32,61.0,3.558095238095238,0.0,2.0,25.0,0.048509375,2.0,C,Z,C-Z,0.75,0.001940375,0.164931875,2.164931875,22.338028169014084,6.443661971830986,11.473771734817806,5.03010976298682,82.93821232819636,4,100,0.1940375,200.0,0.0,True,REORDENAR,0.28534926470588234
MASS1593,0.352112676056338,2.0148286557513417,5.722113382333811,142,194.81,50.0,2.78,0.0,2.0,25.0,0.048509375,2.0,C,Z,C-Z,0.75,0.001940375,0.164931875,2.164931875,18.309859154929576,5.28169014084507,10.545001993333667,5.263311852488597,75.08872928566066,4,100,0.1940375,200.0,0.0,True,REORDENAR,0.28534926470588234
MASS1928,0.4084507042253521,2.154180924388548,5.274029159709894,142,340.48,58.0,1.6822857142857142,4.0,1.2,100.0,0.096,1.2,C,Z,C-Z,0.75,0.00096,0.0816,1.2816,21.23943661971831,6.126760563380282,11.754100615038933,5.627340051658651,105.11135085076617,2,200,0.192,240.0,4.0,True,REORDENAR,0.2823529411764706
MASS1927,0.4084507042253521,1.961165269390815,4.801473590577513,142,333.57,58.0,1.6651428571428573,0.0,1.2,100.0,0.096,1.2,C,Z,C-Z,0.75,0.00096,0.0816,1.2816,21.23943661971831,6.126760563380282,11.249888218731426,5.123127655351144,105.11135085076617,2,200,0.192,240.0,0.0,True,REORDENAR,0.2823529411764706
MASS1724,0.4507042253521127,1.7405365798097376,3.8618155364528555,142,1804.07,64.0,15.9275,0.0,16.5,12.0,0.062832,16.5,B,Z,B-Z,0.85,0.005236,0.44506,16.94506,23.43661971830986,6.76056338028169,13.747232566646652,6.986669186364962,30.36549055956318,3,36,0.188496,594.0,0.0,True,REORDENAR,0.2772
MASS0438,10.007042253521126,28.49747941544415,2.8477424890873113,142,5987.66,1421.0,2.409866666666667,0.0,2.4,100.0,0.047089,2.4,A,Z,A-Z,0.9,0.00047089,0.04002565,2.44002565,520.3661971830985,150.1056338028169,291.55081737700004,141.44518357418315,377.0610852649723,4,400,0.188356,960.0,0.0,True,REORDENAR,0.27699411764705884
MASS2200,2.0704225352112675,7.988154250566027,3.8582241618380135,142,2403.42,294.0,2.5324666666666666,0.0,2.58,150.0,0.093439,2.58,A,Z,A-Z,0.9,0.0006229266666666666,0.05294876666666666,2.632948766666667,107.6619718309859,31.056338028169012,70.70496547056182,39.64862744239281,165.1065608060554,2,300,0.186878,774.0,0.0,True,REORDENAR,0.2748205882352941
MASS0006,8.47887323943662,31.419314272588835,3.7056001882953606,142,2874.32,1204.0,1.5093457943925233,0.0,1.45,100.0,0.037241325,1.45,A,Z,A-Z,0.9,0.00037241324999999996,0.03165512625,1.48165512625,440.90140845070425,127.1830985915493,283.1305987291511,155.94750013760176,445.401371080626,5,500,0.186206625,725.0,0.0,True,REORDENAR,0.2738332720588235
MASS1790,2.2816901408450705,5.998068480099143,2.6287830993027104,142,863.48,324.0,0.973986013986014,3.0,0.85,120.0,0.061952,0.85,B,Z,B-Z,0.85,0.0005162666666666667,0.04388266666666667,0.8938826666666666,118.64788732394366,34.225352112676056,58.30213436116894,24.076782248492883,297.4706464443862,3,360,0.185856,306.0,3.0,True,REORDENAR,0.27331764705882355
MASS1789,2.4507042253521125,6.4966739605889705,2.6509416735736604,142,990.59,348.0,1.0278321678321678,0.0,0.85,120.0,0.061952,0.85,B,Z,B-Z,0.85,0.0005162666666666667,0.04388266666666667,0.8938826666666666,127.43661971830986,36.76056338028169,62.83879253147154,26.078229151189852,308.29127517268404,3,360,0.185856,306.0,0.0,True,REORDENAR,0.27331764705882355
MASS0699,2.415492957746479,5.1021382775750155,2.1122554968386362,142,727.26,343.0,0.7264754098360656,26.0,0.54,100.0,0.0462,0.54,B,Z,B-Z,0.85,0.00046199999999999995,0.03927,0.5792700000000001,125.60563380281691,36.232394366197184,56.7128328137495,20.480438447552316,380.2055144172576,4,400,0.1848,216.0,26.0,True,REORDENAR,0.27176470588235296
MASS0609,5.415492957746479,9.625058133928873,1.7773189272014303,142,4619.91,769.0,2.39080701754386,13.0,2.4,100.0,0.061152,2.4,A,Z,A-Z,0.9,0.0006115199999999999,0.051979199999999996,2.4519792,281.6056338028169,81.23239436619718,129.00567616486518,47.773281798667995,276.70477209335144,3,300,0.183456,720.0,13.0,True,REORDENAR,0.26978823529411766
MASS1235,0.29577464788732394,1.308936726168067,4.425452740853942,142,473.34,42.0,7.025,4.0,5.32,24.0,0.088452,5.32,C,Z,C-Z,0.75,0.0036855,0.3132675,5.6332675000000005,15.380281690140844,4.436619718309859,7.85593885759862,3.4193191392887607,42.66348497906079,2,48,0.176904,255.36,4.0,True,REORDENAR,0.2601529411764706
MASS1237,0.20422535211267606,1.021323938402567,5.000965491488431,142,314.15,29.0,6.904999999999999,1.0,5.32,24.0,0.088452,5.32,C,Z,C-Z,0.75,0.0036855,0.3132675,5.6332675000000005,10.619718309859156,3.063380281690141,5.731372110613178,2.6679918289230367,35.45117889308439,2,48,0.176904,255.36,1.0,True,REORDENAR,0.2601529411764706
MASS1555,2.4225352112676055,26.914976174302858,11.110251792880831,142,3358.64,344.0,6.00875,0.0,5.8,50.0,0.0575,5.8,A,Z,A-Z,0.9,0.00115,0.09775,5.89775,125.97183098591549,36.33802816901408,169.9285710507063,133.59054288169222,119.32952496131824,3,150,0.17250000000000001,870.0,0.0,True,REORDENAR,0.2536764705882353
MASS0603,1.6971830985915493,5.027568588244177,2.962301823778727,142,665.76,241.0,0.7655000000000001,30.0,0.6,150.0,0.057456,0.6,B,Z,B-Z,0.85,0.00038304,0.0325584,0.6325584,88.25352112676056,25.45774647887324,45.63885553758759,20.18110905871435,304.97909948658634,3,450,0.172368,270.0,30.0,True,REORDENAR,0.2534823529411765
MASS1536,1.9859154929577465,3.9661438039560517,1.9971362417083665,142,2721.33,282.0,4.515205479452055,0.0,3.75,1.0,0.001269,3.75,A,Z,A-Z,0.9,0.001269,0.10786499999999999,3.857865,103.26760563380282,29.788732394366196,49.47440108996825,19.68566869560205,133.58660452877652,134,134,0.170046,502.5,0.0,True,REORDENAR,0.25006764705882356
MASS1709,1.647887323943662,3.3330436393944316,2.0226162256154243,142,3027.9,234.0,3.952635135135135,1.0,3.45,50.0,0.056672,3.45,A,Z,A-Z,0.9,0.00113344,0.09634240000000001,3.5463424000000003,85.69014084507043,24.718309859154928,41.261631553052226,16.543321693897298,126.9198255668397,3,150,0.170016,517.5,1.0,True,REORDENAR,0.2500235294117647
MASS0733,13.147887323943662,22.15258087619986,1.684877602796133,142,7643.41,1867.0,1.617001733102253,0.0,1.6,250.0,0.056628,1.6,AA,Z,AA-Z,0.95,0.000226512,0.01925352,1.61925352,683.6901408450705,197.21830985915494,338.3411204035167,141.12281054436176,530.5503485269568,3,750,0.16988399999999998,1200.0,0.0,True,REORDENAR,0.24982941176470586
MASS1801,8.80281690140845,24.399232471540568,2.7717528087670087,142,14135.43,1250.0,4.452110655737705,1.0,5.45,100.0,0.056448,5.45,AA,Z,AA-Z,0.95,0.00056448,0.047980800000000004,5.497980800000001,457.7464788732394,132.04225352112675,287.4773371690296,155.43508364790287,235.59456489292685,3,300,0.169344,1635.0,1.0,True,REORDENAR,0.24903529411764705
MASS0696,4.436619718309859,9.164737222136491,2.0657026754656855,142,985.45,630.0,0.28805309734513274,0.0,0.2,100.0,0.01875,0.2,B,Z,B-Z,0.85,0.0001875,0.0159375,0.2159375,230.70422535211267,66.54929577464789,103.33736900091264,36.78807322626476,843.9527065477668,9,900,0.16874999999999998,180.0,0.0,True,REORDENAR,0.24816176470588233
MASS1924,0.5704225352112676,1.634720299774752,2.8658059576298123,142,654.5600000000001,81.0,2.8630434782608694,0.0,2.68,80.0,0.084,2.68,C,Z,C-Z,0.75,0.0010500000000000002,0.08925000000000001,2.76925,29.661971830985916,8.556338028169014,12.826697547201995,4.270359519032981,84.50322763992524,2,160,0.168,428.8,0.0,True,REORDENAR,0.24705882352941178
MASS1713,0.7746478873239436,2.2452293512415062,2.898386980693581,142,977.59,110.0,3.487846153846154,1.0,3.38,40.0,0.055692,3.38,B,Z,B-Z,0.85,0.0013923,0.11834549999999999,3.4983455,40.28169014084507,11.619718309859154,20.632269328095134,9.01255101823598,87.61467682744484,3,120,0.167076,405.59999999999997,1.0,True,REORDENAR,0.2457
MASS1472,0.8943661971830986,2.3691508682605593,2.648971836952751,142,1732.17,127.0,7.390666666666666,0.0,7.8,30.0,0.055692,7.8,B,Z,B-Z,0.85,0.0018564,0.157794,7.957794,46.50704225352113,13.41549295774648,22.925476006155172,9.509983048408692,62.419083021317164,3,90,0.167076,702.0,0.0,True,REORDENAR,0.2457
MASS1714,0.8661971830985915,1.6121386757283762,1.8611682272636538,142,1508.09,123.0,3.2733018867924533,19.0,3.38,40.0,0.055692,3.38,B,Z,B-Z,0.85,0.0013923,0.11834549999999999,3.4983455,45.04225352112676,12.992957746478872,19.464226285454306,6.471268538975433,92.6473659663862,3,120,0.167076,405.59999999999997,19.0,True,REORDENAR,0.2457
MASS1715,1.0985915492957747,2.161263943155675,1.9673043585134986,142,1784.43,156.0,3.654576271186441,0.0,3.38,40.0,0.055692,3.38,B,Z,B-Z,0.85,0.0013923,0.11834549999999999,3.4983455,57.12676056338029,16.47887323943662,25.15437961511877,8.67550637568215,104.33807502145504,3,120,0.167076,405.59999999999997,0.0,True,REORDENAR,0.2457
MASS1955,0.5985915492957746,1.825974369853176,3.050451300225306,142,305.63,85.0,1.4927027027027027,0.0,0.85,50.0,0.055,0.85,C,Z,C-Z,0.75,0.0011,0.0935,0.9435,31.12676056338028,8.97887323943662,13.748843388389432,4.769970148952812,148.30315172216072,3,150,0.165,127.5,0.0,True,REORDENAR,0.24264705882352944
MASS1800,6.570422535211268,24.703460545858047,3.759797853710442,142,6692.09,933.0,2.995322580645161,1.0,3.95,100.0,0.054912,3.95,A,Z,A-Z,0.9,0.0005491200000000001,0.04667520000000001,3.9966752000000003,341.6619718309859,98.55633802816902,221.1701826032375,122.61384457506847,238.72794750173838,3,300,0.164736,1185.0,1.0,True,REORDENAR,0.24225882352941175
MASS0149,0.8098591549295775,2.3995658549159917,2.962942186070181,142,1417.44,115.0,6.626279069767442,0.0,6.8,40.0,0.08096,6.8,B,Z,B-Z,0.85,0.002024,0.17204000000000003,6.97204,42.11267605633803,12.147887323943662,21.77995884353659,9.632071519592929,63.45719268787989,2,80,0.16192,544.0,0.0,True,REORDENAR,0.23811764705882354
MASS2100,1.2605633802816902,5.611133281399418,4.4512900891548455,142,918.83,179.0,1.6830252100840337,0.0,1.35,120.0,0.080896,1.35,B,Z,B-Z,0.85,0.0006741333333333333,0.05730133333333333,1.4073013333333335,65.54929577464789,18.908450704225352,41.43204052847692,22.523589824251566,176.2157960010682,2,240,0.161792,324.0,0.0,True,REORDENAR,0.2379294117647059
MASS0596,0.29577464788732394,1.2870811025180562,4.351559918037237,142,703.31,42.0,11.818461538461538,4.0,11.0,90.0,0.1598,11.0,B,Z,B-Z,0.85,0.0017755555555555556,0.15092222222222224,11.150922222222222,15.380281690140844,4.436619718309859,9.603078144767364,5.166458426457505,30.323625330348012,1,90,0.1598,990.0,4.0,True,REORDENAR,0.23500000000000001
MASS2351,0.2535211267605634,0.8458209300140221,3.336293668388643,142,391.2,36.0,2.8653658536585365,2.0,2.45,24.0,0.053157,2.45,C,Z,C-Z,0.75,0.0022148750000000003,0.188264375,2.6382643750000003,13.183098591549296,3.8028169014084505,6.012344403073659,2.209527501665208,57.71702851401052,3,72,0.159471,176.4,2.0,True,REORDENAR,0.23451617647058826
MASS1718,4.049295774647887,6.908035679363411,1.705984463425399,142,2350.17,575.0,0.4999047619047619,1.0,0.4,100.0,0.026488,0.4,A,Z,A-Z,0.9,0.00026488,0.0225148,0.4225148,210.56338028169012,60.739436619718305,95.02697344218629,34.287536822467985,576.4011377033008,6,600,0.158928,240.0,1.0,True,REORDENAR,0.23371764705882353
MASS1671,7.429577464788732,12.130728748184985,1.632761594542434,142,7136.84,1055.0,2.005214408233276,0.0,2.2,100.0,0.039375,2.2,A,Z,A-Z,0.9,0.00039375,0.03346875,2.23346875,386.3380281690141,111.44366197183098,171.6536591319922,60.20999716016124,339.5847350974118,4,400,0.1575,880.0000000000001,0.0,True,REORDENAR,0.2316176470588235
MASS1010,0.5774647887323944,1.7107252149783498,2.9624753722795814,142,1405.1399999999999,82.0,9.040892857142856,0.0,9.0,24.0,0.07730625,9.0,B,Z,B-Z,0.85,0.0032210937500000004,0.27379296875000003,9.27379296875,30.028169014084508,8.661971830985916,15.528975538045806,6.86700370705989,46.46116529063208,2,48,0.1546125,432.0,0.0,True,REORDENAR,0.22737132352941175
MASS1823,4.880281690140845,13.918446555920566,2.8519760619635215,142,12452.85,693.0,9.309170506912443,0.0,10.0,100.0,0.0768,10.0,AA,Z,AA-Z,0.95,0.0007679999999999999,0.06527999999999999,10.06528,253.77464788732394,73.20422535211267,161.87155975256155,88.66733440044888,129.64792102670384,2,200,0.1536,2000.0,0.0,True,REORDENAR,0.22588235294117645
MASS0753,6.352112676056338,11.129920815033511,1.752160483076229,142,3603.08,902.0,1.6333074935400518,0.0,1.6,100.0,0.038313,1.6,A,Z,A-Z,0.9,0.00038312999999999997,0.03256605,1.63256605,330.3098591549296,95.28169014084507,150.5242493124244,55.242559171579316,367.26518261993067,4,400,0.153252,640.0,0.0,True,REORDENAR,0.2253705882352941
MASS1147,5.957746478873239,11.118238316137145,1.8661818450253838,142,3579.41,846.0,1.6847777777777777,1.0,1.6,100.0,0.038313,1.6,A,Z,A-Z,0.9,0.00038312999999999997,0.03256605,1.63256605,309.80281690140845,89.36619718309859,144.55077111405672,55.18457393095812,355.681822911004,4,400,0.153252,640.0,1.0,True,REORDENAR,0.2253705882352941
MASS1476,1.9507042253521127,3.6830596762153585,1.8880666932223136,142,4910.41,277.0,7.201079136690648,26.0,6.84,80.0,0.07548,6.84,A,Z,A-Z,0.9,0.0009435000000000001,0.0801975,6.9201975,101.43661971830986,29.260563380281692,47.54116442651403,18.280601046232338,98.85360458764801,2,160,0.15096,1094.4,26.0,True,REORDENAR,0.22200000000000003
MASS2155,0.8943661971830986,4.412599218708691,4.9337723547766466,142,607.8,127.0,1.2818181818181817,0.0,1.0,50.0,0.0376125,1.0,C,Z,C-Z,0.75,0.00075225,0.06394125,1.06394125,46.50704225352113,13.41549295774648,24.942471046834,11.526978089087521,170.70840594288444,4,200,0.15045,200.0,0.0,True,REORDENAR,0.22125
MASS1846,0.028169014084507043,0.2043381279214071,7.2540035412099515,142,734.62,4.0,133.7625,0.0,,1.0,0.05,133.7625,B,Z,B-Z,0.85,0.05,4.25,138.0125,1.4647887323943662,0.4225352112676056,1.2427666953448067,0.820231484077201,2.660006233213977,3,3,0.15000000000000002,401.28749999999997,0.0,True,REORDENAR,0.2205882352941177
MASS0956,2.6901408450704225,8.206711574902519,3.0506624178957007,142,3411.5499999999997,382.0,5.0519424460431654,0.0,2.35,70.0,0.05,2.35,A,Z,A-Z,0.9,0.0007142857142857143,0.060714285714285714,2.4107142857142856,139.88732394366198,40.352112676056336,81.08553363339782,40.73342095734148,196.68474669994137,3,210,0.15000000000000002,493.5,0.0,True,REORDENAR,0.2205882352941177
MASS1486,0.014084507042253521,0.11825657242363517,8.396216642078096,142,193.0,2.0,79.0,0.0,,1.0,0.05,79.0,C,Z,C-Z,0.75,0.05,4.25,83.25,0.7323943661971831,0.2112676056338028,0.520187779811041,0.3089201741772382,2.4217803264390008,3,3,0.15000000000000002,237.0,0.0,True,REORDENAR,0.2205882352941177
MASS1547,2.971830985915493,8.27706706369505,2.7851742252244005,142,1665.26,422.0,2.4731506849315066,0.0,2.18,100.0,0.05,2.18,B,Z,B-Z,0.85,0.0005,0.0425,2.2225,154.53521126760563,44.57746478873239,77.80235076827094,33.22488597953855,215.30157694302292,3,300,0.15000000000000002,654.0,0.0,True,REORDENAR,0.2205882352941177
MASS1533,0.176056338028169,1.3170959661458077,7.481105087708189,142,220.42,25.0,6.22,0.0,3.0,20.0,0.05,3.0,C,Z,C-Z,0.75,0.0025,0.2125,3.2125,9.154929577464788,2.640845070422535,6.081478490883322,3.440633420460787,43.58733398637023,3,60,0.15000000000000002,180.0,0.0,True,REORDENAR,0.2205882352941177
MASS1782,0.014084507042253521,0.16783627165933782,11.916375287812984,142,202.0,2.0,101.0,0.0,,1.0,0.05,101.0,C,Z,C-Z,0.75,0.05,4.25,105.25,0.7323943661971831,0.2112676056338028,0.6497042118337841,0.4384366061999813,2.15385179092581,3,3,0.15000000000000002,303.0,0.0,True,REORDENAR,0.2205882352941177
MASS1484,0.02112676056338028,0.18711356809141264,8.856708889660199,142,276.0,3.0,81.0,0.0,,1.0,0.05,81.0,C,Z,C-Z,0.75,0.05,4.25,85.25,1.0985915492957745,0.31690140845070425,0.8056958564975594,0.4887944480468551,2.931064015059636,3,3,0.15000000000000002,243.0,0.0,True,REORDENAR,0.2205882352941177
MASS1546,2.9577464788732395,8.372424544775917,2.830676869900429,142,1514.41,420.0,2.1643617021276595,0.0,1.78,100.0,0.05,1.78,B,Z,B-Z,0.85,0.0005,0.0425,1.8225,153.80281690140845,44.36619718309859,77.97385660301487,33.607659419916274,237.19347993408334,3,300,0.15000000000000002,534.0,0.0,True,REORDENAR,0.2205882352941177
MASS1771,0.014084507042253521,0.16783627165933782,11.916375287812984,142,140.0,2.0,70.0,0.0,,1.0,0.05,70.0,C,Z,C-Z,0.75,0.05,4.25,74.25,0.7323943661971831,0.2112676056338028,0.6497042118337841,0.4384366061999813,2.5643579037569166,3,3,0.15000000000000002,210.0,0.0,True,REORDENAR,0.2205882352941177
MASS0952,2.647887323943662,5.1573773959479965,1.947732952725041,142,3407.87,376.0,4.4666161616161615,5.0,2.2,70.0,0.05,2.2,A,Z,A-Z,0.9,0.0007142857142857143,0.060714285714285714,2.2607142857142857,137.69014084507043,39.71830985915493,65.31658056571655,25.59827070656162,201.50366667804565,3,210,0.15000000000000002,462.00000000000006,5.0,True,REORDENAR,0.2205882352941177
MASS0951,2.5,11.215965065050154,4.486386026020062,142,3260.9700000000003,355.0,4.964367816091953,12.0,2.75,70.0,0.05,2.75,A,Z,A-Z,0.9,0.0007142857142857143,0.060714285714285714,2.8107142857142855,130.0,37.5,93.16963360022197,55.66963360022197,175.59724430267147,3,210,0.15000000000000002,577.5,12.0,True,REORDENAR,0.2205882352941177
MASS0954,1.3028169014084507,3.872048290793536,2.9720586880685516,142,1446.78,185.0,4.351463414634146,24.0,2.2,70.0,0.05,2.2,B,Z,B-Z,0.85,0.0007142857142857143,0.060714285714285714,2.2607142857142857,67.74647887323944,19.54225352112676,35.08500096764208,15.542747446515321,141.34319201847168,3,210,0.15000000000000002,462.00000000000006,24.0,True,REORDENAR,0.2205882352941177
MASS0957,1.4507042253521127,5.526951970309646,3.80984067856296,142,1871.96,206.0,4.766292134831461,0.0,2.35,70.0,0.05,2.35,B,Z,B-Z,0.85,0.0007142857142857143,0.060714285714285714,2.4107142857142856,75.43661971830986,21.760563380281692,43.946241908050766,22.185678527769074,144.43505446787336,3,210,0.15000000000000002,493.5,0.0,True,REORDENAR,0.2205882352941177
