Codigo Articulo,cuadrante,clase_abc,nivel_servicio,stock_actual,rop,demanda_esperada_lt,ss_empirico,mu_incondicional,mu_sba,adi,cv2,n_pos,n_semanas_historia,weeks_history,cajas_a_pedir,unidades_a_pedir,cbm_total_pedido,inversion_fob_usd,costo_final,cantidad_por_caja,CBMM,estado,requiere_pedido
MASS3063,erratic,AA,0.97,0.0,42126.53795083521,11705.024999999996,30421.512950835215,,780.3349999999997,1.231,1.6373,13,16,14.857142857142858,1,1,0.05,1.0,1.0,1.0,0.05,REORDENAR,True
MASS1377,erratic,AA,0.97,116.0,630.6183865589624,374.53846153846143,256.0799250205009,,24.969230769230762,1.156,1.3193,45,142,141.28571428571428,1,10,0.0962115,94.0,9.4,10.0,0.0962115,REORDENAR,True
MASS1039,lumpy,AA,0.97,0.0,147.53942307692304,147.53942307692304,0.0,,9.835961538461536,1.857,0.6816,28,73,71.85714285714286,1,20,0.0504,156.0,7.8,20.0,0.0504,REORDENAR,True
MASS1402,lumpy,AA,0.97,5.0,83.38269230769231,83.38269230769231,0.0,,5.5588461538461535,1.576,1.0477,33,141,139.85714285714286,1,1,0.05,11.2,11.2,1.0,0.05,REORDENAR,True
MASS1324,lumpy,AA,0.97,0.0,57.282692307692315,57.282692307692315,0.0,,3.8188461538461542,1.486,0.9941,35,139,138.28571428571428,1,1,0.05,11.2,11.2,1.0,0.05,REORDENAR,True
MASS2603,erratic,AA,0.97,1290.0,2169.882564021992,1069.8288461538461,1100.053717868146,,71.32192307692307,1.0,2.3018,13,13,12.714285714285714,1,1,0.05,6.95,6.95,1.0,0.05,REORDENAR,True
MASS1820,erratic,AA,0.97,2.0,313.2465726115826,90.75721153846153,222.4893610731211,,6.050480769230769,1.13,1.6688,46,92,91.14285714285714,1,34,0.096525,278.79999999999995,8.2,34.0,0.096525,REORDENAR,True
MASS2211,erratic,AA,0.97,43.0,320.47909762305625,127.66071428571429,192.81838333734194,,8.510714285714286,1.312,1.9261,32,42,41.142857142857146,1,20,0.079002,436.0,21.8,20.0,0.079002,REORDENAR,True
MASS1904,lumpy,AA,0.97,21.0,730.9615384615385,730.9615384615385,0.0,,48.73076923076923,1.333,1.2958,39,73,71.85714285714286,1,50,0.062208,145.0,2.9,50.0,0.062208,REORDENAR,True
MASS2303,lumpy,AA,0.97,147.0,214.5,214.5,0.0,,14.3,1.55,0.5637,20,31,30.285714285714285,1,1,0.06625,9.0,9.0,1.0,0.06625,REORDENAR,True
MASS0518,erratic,AA,0.97,1.0,2862.6248408252927,1876.3701923076924,986.2546485176002,,125.09134615384616,1.083,0.9433,48,139,138.14285714285714,1,300,0.058032,258.0,0.86,300.0,0.058032,REORDENAR,True
MASS1041,lumpy,AA,0.97,2.0,34.468269230769224,34.468269230769224,0.0,,2.297884615384615,1.625,1.0757,32,142,141.28571428571428,1,8,0.103684,88.0,11.0,8.0,0.103684,REORDENAR,True
MASS1551,erratic,AA,0.97,7.0,57.559559223600175,25.98028846153846,31.579270762061714,,1.7320192307692308,1.182,1.2201,44,125,123.85714285714286,1,6,0.088452,168.0,28.0,6.0,0.088452,REORDENAR,True
MASS0040,erratic,AA,0.97,0.0,787.8980453479642,199.46249999999998,588.4355453479642,,13.297499999999998,1.3,1.8513,40,142,141.42857142857142,1,100,0.05,185.0,1.85,100.0,0.05,REORDENAR,True
MASS0942,lumpy,AA,0.97,3.0,101.31923076923073,101.31923076923073,0.0,,6.754615384615382,1.405,1.3187,37,142,141.28571428571428,1,200,0.073574325,940.0,4.7,200.0,0.073574325,REORDENAR,True
MASS1525,erratic,AA,0.97,109.0,589.9120009108539,324.375,265.53700091085386,,21.625,1.083,1.9397,48,125,123.85714285714286,1,18,0.081664,41.94,2.33,18.0,0.081664,REORDENAR,True
MASS1061,lumpy,AA,0.97,329.0,59.88461538461538,59.88461538461538,0.0,,3.992307692307692,1.677,8.263,31,142,141.42857142857142,0,0,0.0,0.0,2.48,20.0,0.063963,OK,False
MASS0137,erratic,AA,0.97,1.0,215.0110516171317,80.67980769230769,134.331243924824,,5.378653846153846,1.3,0.5402,40,142,141.42857142857142,1,30,0.1300455,90.0,3.0,30.0,0.1300455,REORDENAR,True
MASS0889,lumpy,AA,0.97,0.0,167.95384615384617,167.95384615384617,0.0,,11.196923076923078,1.576,0.6398,33,142,141.42857142857142,1,20,0.03883125,48.0,2.4,20.0,0.03883125,REORDENAR,True
MASS1655,sin_datos,AA,0.97,2.0,0.0,0.0,0.0,,0.0,inf,,0,119,117.85714285714286,0,0,0.0,0.0,7.2,36.0,0.094446,OK,False
MASS1230,erratic,AA,0.97,3.0,254.71405981446492,77.60336538461537,177.11069442984956,,5.173557692307692,1.083,1.2932,48,142,141.28571428571428,1,1,0.05,3.72,3.72,1.0,0.05,REORDENAR,True
MASS0850,intermittent,AA,0.97,554.0,283.9775431404886,283.9775431404886,0.0,,18.931836209365905,1.368,0.4491,38,141,140.28571428571428,0,0,0.0,0.0,4.5,100.0,0.058696,OK,False
MASS2304,erratic,AA,0.97,0.0,266.6422058437413,149.175,117.46720584374128,,9.945,1.154,0.939,26,30,29.285714285714285,1,1,0.06625,8.0,8.0,1.0,0.06625,REORDENAR,True
MASS0292,lumpy,AA,0.97,132.0,511.70192307692304,511.70192307692304,0.0,,34.113461538461536,1.625,1.3452,32,142,141.28571428571428,1,20,0.05,78.0,3.9,20.0,0.05,REORDENAR,True
MASS1526,lumpy,AA,0.97,1.0,53.48076923076923,53.48076923076923,0.0,,3.5653846153846156,1.333,3.7176,39,125,123.85714285714286,1,10,0.05,60.0,6.0,10.0,0.05,REORDENAR,True
MASS0902,lumpy,AA,0.97,1.0,20.86153846153846,20.86153846153846,0.0,,1.3907692307692305,1.405,1.9048,37,141,140.42857142857142,1,20,0.12672,70.0,3.5,20.0,0.12672,REORDENAR,True
MASS1410,lumpy,AA,0.97,630.0,196.61538461538458,196.61538461538458,0.0,,13.107692307692306,1.926,1.4777,27,139,138.28571428571428,0,0,0.0,0.0,2.35,14.0,0.05,OK,False
MASS2306,lumpy,AA,0.97,0.0,72.69999999999999,72.69999999999999,0.0,,4.846666666666666,2.308,0.6405,13,30,29.714285714285715,1,1,0.05,1.0,1.0,1.0,0.05,REORDENAR,True
MASS1874,lumpy,AA,0.97,3.0,90.96057692307691,90.96057692307691,0.0,,6.064038461538461,1.529,1.4578,34,71,69.85714285714286,1,20,0.107415,84.80000000000001,4.24,20.0,0.107415,REORDENAR,True
MASS1328,lumpy,AA,0.97,169.0,29.630769230769225,29.630769230769225,0.0,,1.975384615384615,2.261,0.7065,23,138,137.42857142857142,0,0,0.0,0.0,11.2,1.0,0.05,OK,False
MASS1099,lumpy,AA,0.97,0.0,30.755769230769225,30.755769230769225,0.0,,2.050384615384615,1.926,2.0072,27,142,141.28571428571428,1,50,0.082992,184.0,3.68,50.0,0.082992,REORDENAR,True
MASS1265,erratic,AA,0.97,137.0,120.49292633739122,67.6153846153846,52.87754172200663,,4.507692307692307,1.238,1.4009,42,125,123.85714285714286,0,0,0.0,0.0,10.18,5.0,0.05,OK,False
MASS1784,lumpy,AA,0.97,0.0,30.628846153846148,30.628846153846148,0.0,,2.0419230769230765,1.793,0.5898,29,98,97.14285714285714,1,10,0.183024,64.5,6.45,10.0,0.183024,REORDENAR,True
MASS1282,lumpy,AA,0.97,0.0,128.99999999999997,128.99999999999997,0.0,,8.599999999999998,5.778,1.7216,9,141,140.42857142857142,1,10,0.0504,78.0,7.8,10.0,0.0504,REORDENAR,True
MASS2033,lumpy,AA,0.97,50.0,31.485000000000003,31.485000000000003,0.0,,2.099,1.429,1.0057,35,50,48.857142857142854,0,0,0.0,0.0,22.8,1.0,0.0153,OK,False
MASS1805,lumpy,AA,0.97,0.0,9.640384615384615,9.640384615384615,0.0,,0.6426923076923077,2.364,1.6017,22,102,101.71428571428571,1,16,0.086,380.8,23.8,16.0,0.086,REORDENAR,True
MASS1009,lumpy,AA,0.97,99.0,140.71153846153845,140.71153846153845,0.0,,9.38076923076923,1.576,0.9864,33,125,123.85714285714286,1,24,0.07730625,216.0,9.0,24.0,0.07730625,REORDENAR,True
MASS1620,lumpy,AA,0.97,0.0,15.524999999999988,15.524999999999988,0.0,,1.0349999999999993,2.08,2.8547,25,125,123.85714285714286,1,16,0.11861256,136.0,8.5,16.0,0.11861256,REORDENAR,True
MASS0621,erratic,AA,0.97,0.0,196.9653023002237,64.47692307692304,132.48837922330065,,4.298461538461536,1.106,3.104,47,142,141.14285714285714,1,40,0.05,125.60000000000001,3.14,40.0,0.05,REORDENAR,True
MASS2235,lumpy,AA,0.97,137.0,115.46153846153845,115.46153846153845,0.0,,7.697435897435897,1.345,2.4841,29,39,38.714285714285715,0,0,0.0,0.0,17.0,25.0,0.0673745,OK,False
MASS1788,erratic,AA,0.97,0.0,179.03082674751334,43.52884615384615,135.50198059366718,,2.901923076923077,1.13,3.6069,46,102,101.71428571428571,1,48,0.05751,182.39999999999998,3.8,48.0,0.05751,REORDENAR,True
MASS1873,lumpy,AA,0.97,51.0,77.3653846153846,77.3653846153846,0.0,,5.157692307692306,2.364,0.9237,22,71,69.85714285714286,1,6,0.09020375,63.0,10.5,6.0,0.09020375,REORDENAR,True
MASS1918,lumpy,AA,0.97,78.0,74.88461538461537,74.88461538461537,0.0,,4.9923076923076914,1.576,0.9765,33,76,75.28571428571429,0,0,0.0,0.0,11.2,1.0,0.05,OK,False
MASS1011,lumpy,AA,0.97,123.0,128.79807692307693,128.79807692307693,0.0,,8.586538461538462,1.444,0.759,36,142,141.14285714285714,1,24,0.07730625,216.0,9.0,24.0,0.07730625,REORDENAR,True
MASS2215,intermittent,AA,0.97,0.0,236.91231273660338,236.91231273660338,0.0,,15.794154182440225,1.95,0.418,20,39,38.714285714285715,1,100,0.045,565.0,5.65,100.0,0.045,REORDENAR,True
MASS1983,lumpy,AA,0.97,56.0,971.8384615384615,971.8384615384615,0.0,,64.78923076923077,1.333,3.665,39,79,78.28571428571429,1,24,0.016025625,21.6,0.9,24.0,0.016025625,REORDENAR,True
MASS1206,lumpy,AA,0.97,0.0,29.682692307692292,29.682692307692292,0.0,,1.9788461538461528,2.08,1.4437,25,142,141.28571428571428,1,18,0.076,90.0,5.0,18.0,0.076,REORDENAR,True
MASS0634,intermittent,AA,0.97,76.0,258.1502206630847,258.1502206630847,0.0,,17.210014710872315,1.576,0.3501,33,142,141.28571428571428,1,100,0.053406,180.0,1.8,100.0,0.053406,REORDENAR,True
MASS0334,lumpy,AA,0.97,89.0,105.34615384615385,105.34615384615385,0.0,,7.023076923076924,1.333,1.8964,39,142,141.28571428571428,1,50,0.048735,177.5,3.55,50.0,0.048735,REORDENAR,True
MASS1528,lumpy,AA,0.97,0.0,89.88461538461537,89.88461538461537,0.0,,5.9923076923076914,1.576,5.9556,33,125,123.85714285714286,1,70,0.05,203.0,2.9,70.0,0.05,REORDENAR,True
MASS1322,erratic,AA,0.97,0.0,256.39673979210795,48.6576923076923,207.73904748441566,,3.243846153846153,1.106,6.3685,47,125,123.85714285714286,1,16,0.05,52.8,3.3,16.0,0.05,REORDENAR,True
MASS1657,lumpy,AA,0.97,385.0,174.00000000000003,174.00000000000003,0.0,,11.600000000000001,1.529,0.9265,34,119,117.85714285714286,0,0,0.0,0.0,3.6,100.0,0.12824375,OK,False
MASS0274,lumpy,AA,0.97,20.0,83.71153846153845,83.71153846153845,0.0,,5.5807692307692305,1.793,2.8247,29,139,138.14285714285714,1,100,0.06956,80.0,0.8,100.0,0.06956,REORDENAR,True
MASS0422,lumpy,AA,0.97,0.0,90.0,90.0,0.0,,6.0,1.333,1.9042,39,142,141.14285714285714,1,100,0.067424,140.0,1.4,100.0,0.067424,REORDENAR,True
MASS1787,lumpy,AA,0.97,8.0,74.74038461538461,74.74038461538461,0.0,,4.982692307692307,2.889,0.5053,18,98,97.14285714285714,1,40,0.099572,346.0,8.65,40.0,0.099572,REORDENAR,True
MASS1801,lumpy,AA,0.97,1.0,61.93269230769231,61.93269230769231,0.0,,4.128846153846154,1.444,2.4259,36,102,101.71428571428571,1,100,0.056448,545.0,5.45,100.0,0.056448,REORDENAR,True
MASS1315,lumpy,AA,0.97,9.0,89.79807692307693,89.79807692307693,0.0,,5.986538461538462,2.476,1.5136,21,142,141.14285714285714,1,100,0.05088,250.0,2.5,100.0,0.05088,REORDENAR,True
MASS0167,lumpy,AA,0.97,137.0,37.61538461538461,37.61538461538461,0.0,,2.5076923076923077,1.926,4.7988,27,142,141.28571428571428,0,0,0.0,0.0,6.5,1.0,0.05,OK,False
MASS1806,lumpy,AA,0.97,0.0,84.8826923076923,84.8826923076923,0.0,,5.658846153846153,1.926,0.7673,27,102,101.71428571428571,1,50,0.08598735,340.0,6.8,50.0,0.08598735,REORDENAR,True
MASS1777,lumpy,AA,0.97,539.0,174.375,174.375,0.0,,11.625,2.364,1.1911,22,115,114.57142857142857,0,0,0.0,0.0,2.35,1.0,0.05,OK,False
MASS1818,lumpy,AA,0.97,0.0,28.596634615384612,28.596634615384612,0.0,,1.9064423076923076,3.714,2.7401,14,92,91.14285714285714,1,50,0.03729,162.5,3.25,50.0,0.03729,REORDENAR,True
MASS0927,erratic,AA,0.97,0.0,2338.9050919393662,706.5934615384615,1632.3116304009047,,47.10623076923076,1.13,1.5459,46,141,140.42857142857142,1,60,0.027225,69.6,1.16,60.0,0.027225,REORDENAR,True
MASS0066,lumpy,AA,0.97,0.0,136.29807692307693,136.29807692307693,0.0,,9.086538461538462,1.444,1.9489,36,142,141.14285714285714,1,10,0.047138,23.5,2.35,10.0,0.047138,REORDENAR,True
MASS0943,lumpy,AA,0.97,220.0,93.86538461538461,93.86538461538461,0.0,,6.257692307692308,1.793,1.0729,29,142,141.28571428571428,0,0,0.0,0.0,5.9,12.0,0.05,OK,False
MASS2328,lumpy,AA,0.97,0.0,20.999999999999996,20.999999999999996,0.0,,1.3999999999999997,2.308,1.1074,13,30,29.571428571428573,1,1,0.0960687,62.0,62.0,1.0,0.0960687,REORDENAR,True
MASS1517,lumpy,AA,0.97,0.0,36.980769230769226,36.980769230769226,0.0,,2.465384615384615,1.733,1.6141,30,125,123.85714285714286,1,20,0.05,237.0,11.85,20.0,0.05,REORDENAR,True
MASS2123,lumpy,AA,0.97,93.0,99.90882352941176,99.90882352941176,0.0,,6.660588235294117,2.684,1.2023,19,51,50.285714285714285,1,1,0.0089304,11.5,11.5,1.0,0.0089304,REORDENAR,True
MASS2307,lumpy,AA,0.97,33.0,42.949999999999996,42.949999999999996,0.0,,2.863333333333333,1.667,1.4993,18,30,29.285714285714285,1,1,0.1381875,25.0,25.0,1.0,0.1381875,REORDENAR,True
MASS2080,lumpy,AA,0.97,0.0,57.642857142857146,57.642857142857146,0.0,,3.842857142857143,1.448,1.2248,29,42,41.142857142857146,1,100,0.04185,1065.0,10.65,100.0,0.04185,REORDENAR,True
MASS1283,smooth,AA,0.97,0.0,51.695399860450976,21.28846153846154,30.406938321989436,,1.4192307692307693,1.268,0.3855,41,142,141.42857142857142,1,24,0.1247085,66.0,2.75,24.0,0.1247085,REORDENAR,True
MASS1823,lumpy,AA,0.97,0.0,35.20384615384615,35.20384615384615,0.0,,2.3469230769230767,1.486,3.0693,35,92,91.14285714285714,1,100,0.0768,1000.0,10.0,100.0,0.0768,REORDENAR,True
MASS2651,smooth,AA,0.97,21.0,1007.4081052456137,830.7843749999998,176.6237302456138,,55.38562499999999,1.0,0.1703,8,8,7.714285714285714,1,1,0.05,1.0,1.0,1.0,0.05,REORDENAR,True
MASS1408,lumpy,AA,0.97,209.0,186.83653846153848,186.83653846153848,0.0,,12.455769230769231,2.364,1.8651,22,137,136.28571428571428,0,0,0.0,0.0,2.35,14.0,0.05,OK,False
MASS1979,lumpy,AA,0.97,0.0,45.951923076923066,45.951923076923066,0.0,,3.063461538461538,1.857,2.6088,28,73,71.85714285714286,1,40,0.06,230.0,5.75,40.0,0.06,REORDENAR,True
MASS2068,lumpy,AA,0.97,0.0,52.18199999999999,52.18199999999999,0.0,,3.4787999999999992,3.846,1.7012,13,50,48.857142857142854,1,1,0.00299,5.65,5.65,1.0,0.00299,REORDENAR,True
MASS0013,lumpy,AA,0.97,0.0,4.465384615384615,4.465384615384615,0.0,,0.29769230769230764,7.429,1.0478,7,128,127.14285714285714,1,1,0.05,1.0,1.0,1.0,0.05,REORDENAR,True
MASS2213,lumpy,AA,0.97,30.0,45.230769230769226,45.230769230769226,0.0,,3.0153846153846153,2.6,1.4377,15,39,38.714285714285715,1,1,0.027648,12.0,12.0,1.0,0.027648,REORDENAR,True
MASS2582,intermittent,AA,0.97,2.0,21.423231902398157,21.423231902398157,0.0,,1.428215460159877,1.417,0.3708,12,17,16.714285714285715,1,1,0.02016,20.85,20.85,1.0,0.02016,REORDENAR,True
MASS0752,erratic,AA,0.97,0.0,383.6150409089446,91.04999999999998,292.5650409089446,,6.0699999999999985,1.3,2.1176,40,142,141.14285714285714,1,100,0.038313,160.0,1.6,100.0,0.038313,REORDENAR,True
MASS1917,lumpy,AA,0.97,248.0,38.79807692307693,38.79807692307693,0.0,,2.5865384615384617,2.364,1.3441,22,76,75.28571428571429,0,0,0.0,0.0,11.2,1.0,0.05,OK,False
MASS0918,lumpy,AA,0.97,94.0,120.8076923076923,120.8076923076923,0.0,,8.053846153846154,1.368,0.8512,38,142,141.14285714285714,1,60,0.136458,168.0,2.8,60.0,0.136458,REORDENAR,True
MASS1522,lumpy,AA,0.97,0.0,29.319230769230742,29.319230769230742,0.0,,1.9546153846153829,1.793,3.5424,29,125,123.85714285714286,1,1,0.001,3.2,3.2,1.0,0.001,REORDENAR,True
MASS1899,lumpy,AA,0.97,0.0,16.903846153846153,16.903846153846153,0.0,,1.126923076923077,1.793,2.1692,29,76,75.28571428571429,1,1,0.0429,10.2,10.2,1.0,0.0429,REORDENAR,True
MASS1858,intermittent,AA,0.97,0.0,0.4623626373626374,0.4623626373626374,0.0,,0.030824175824175827,17.333,0.4286,3,88,87.57142857142857,1,1,0.05,1.0,1.0,1.0,0.05,REORDENAR,True
MASS1836,lumpy,AA,0.97,82.0,149.53846153846155,149.53846153846155,0.0,,9.96923076923077,1.677,0.7955,31,97,96.57142857142857,1,10,0.17496,50.0,5.0,10.0,0.17496,REORDENAR,True
MASS1545,erratic,AA,0.97,1.0,84.82610995589341,16.113461538461532,68.71264841743188,,1.0742307692307689,1.3,2.7911,40,125,123.85714285714286,1,16,0.11861256,136.0,8.5,16.0,0.11861256,REORDENAR,True
MASS0290,lumpy,AA,0.97,47.0,105.8653846153846,105.8653846153846,0.0,,7.057692307692307,1.793,1.1859,29,142,141.28571428571428,1,20,0.05,78.0,3.9,20.0,0.05,REORDENAR,True
MASS1976,lumpy,AA,0.97,131.0,114.57692307692305,114.57692307692305,0.0,,7.638461538461537,2.08,0.7865,25,73,71.85714285714286,0,0,0.0,0.0,4.8,40.0,0.0819975,OK,False
MASS2308,erratic,AA,0.97,33.0,130.35238924139685,87.09677419354838,43.25561504784846,,5.806451612903226,1.148,0.6656,27,31,30.285714285714285,1,1,0.06625,9.0,9.0,1.0,0.06625,REORDENAR,True
MASS1214,intermittent,AA,0.97,0.0,21.36856714776168,21.36856714776168,0.0,,1.424571143184112,3.714,0.4898,14,142,141.28571428571428,1,50,0.05,310.0,6.2,50.0,0.05,REORDENAR,True
MASS2699,lumpy,AA,0.97,0.0,0.0,0.0,0.0,,0.0,1.667,1.566,6,10,9.142857142857142,1,1,0.05,1.0,1.0,1.0,0.05,REORDENAR,True
MASS1885,lumpy,AA,0.97,124.0,50.140384615384605,50.140384615384605,0.0,,3.342692307692307,1.625,2.9315,32,71,69.85714285714286,0,0,0.0,0.0,10.0,50.0,0.1090125,OK,False
MASS2126,lumpy,AA,0.97,345.0,79.43382352941175,79.43382352941175,0.0,,5.295588235294117,2.429,1.2686,21,51,50.285714285714285,0,0,0.0,0.0,11.5,1.0,0.0089304,OK,False
MASS0825,lumpy,AA,0.97,258.0,137.97115384615384,137.97115384615384,0.0,,9.198076923076922,2.167,0.7125,24,142,141.28571428571428,0,0,0.0,0.0,3.27,60.0,0.07191,OK,False
MASS1335,lumpy,AA,0.97,0.0,26.04807692307692,26.04807692307692,0.0,,1.7365384615384614,1.857,2.2269,28,141,140.42857142857142,1,12,0.079632,64.80000000000001,5.4,12.0,0.079632,REORDENAR,True
MASS1905,erratic,AA,0.97,0.0,91.13742739099318,27.6201923076923,63.51723508330088,,1.8413461538461533,1.3,1.5428,40,71,69.85714285714286,1,12,0.1021875,90.0,7.5,12.0,0.1021875,REORDENAR,True
MASS1407,lumpy,AA,0.97,433.0,79.97307692307692,79.97307692307692,0.0,,5.331538461538461,2.737,1.7808,19,134,133.57142857142858,0,0,0.0,0.0,2.35,1.0,0.05,OK,False
MASS0607,lumpy,AA,0.97,204.0,71.14903846153845,71.14903846153845,0.0,,4.74326923076923,2.889,0.6139,18,141,140.28571428571428,0,0,0.0,0.0,9.5,96.0,0.0546,OK,False
MASS1058,erratic,AA,0.97,91.0,207.3370902179345,121.66298076923076,85.67410944870375,,8.110865384615384,1.04,1.2868,50,142,141.28571428571428,1,50,0.063963,59.0,1.18,50.0,0.063963,REORDENAR,True
MASS0615,lumpy,AA,0.97,0.0,190.8173076923077,190.8173076923077,0.0,,12.721153846153847,2.0,0.512,26,115,114.42857142857143,1,100,0.03564,260.0,2.6,100.0,0.03564,REORDENAR,True
MASS1736,lumpy,AA,0.97,45.0,4.551923076923076,4.551923076923076,0.0,,0.30346153846153845,10.4,1.309,5,116,115.28571428571429,0,0,0.0,0.0,11.2,1.0,0.013794,OK,False
MASS0288,lumpy,AA,0.97,188.0,110.82692307692305,110.82692307692305,0.0,,7.388461538461537,1.926,2.696,27,142,141.14285714285714,0,0,0.0,0.0,2.32,60.0,0.12569825,OK,False
MASS0834,sin_datos,AA,0.97,0.0,0.08653846153846154,0.08653846153846154,0.0,,0.0057692307692307696,52.0,,1,142,141.28571428571428,1,1,0.05,1.0,1.0,1.0,0.05,REORDENAR,True
MASS1906,lumpy,AA,0.97,478.0,198.75,198.75,0.0,,13.25,1.677,1.2884,31,71,69.85714285714286,0,0,0.0,0.0,4.4,40.0,0.0575535,OK,False
MASS0283,erratic,AA,0.97,0.0,151.49466749125378,35.140384615384605,116.35428287586917,,2.3426923076923067,1.156,1.8975,45,142,141.14285714285714,1,40,0.05,104.0,2.6,40.0,0.05,REORDENAR,True
MASS1409,lumpy,AA,0.97,0.0,32.88461538461538,32.88461538461538,0.0,,2.192307692307692,4.0,1.2328,13,137,136.28571428571428,1,14,0.115855,32.9,2.35,14.0,0.115855,REORDENAR,True
MASS2233,lumpy,AA,0.97,158.0,73.3076923076923,73.3076923076923,0.0,,4.887179487179487,2.294,0.6945,17,39,38.714285714285715,0,0,0.0,0.0,15.25,30.0,0.1298,OK,False
MASS1743,lumpy,AA,0.97,737.0,63.06346153846153,63.06346153846153,0.0,,4.204230769230769,3.467,1.5093,15,115,114.57142857142857,0,0,0.0,0.0,2.35,14.0,0.05,OK,False
MASS1786,lumpy,AA,0.97,2.0,17.93076923076923,17.93076923076923,0.0,,1.1953846153846153,1.793,1.8895,29,98,97.14285714285714,1,100,0.55,200.0,2.0,100.0,0.55,REORDENAR,True
MASS1778,lumpy,AA,0.97,93.0,152.6826923076923,152.6826923076923,0.0,,10.178846153846154,2.364,1.0215,22,115,114.57142857142857,1,14,0.05,32.9,2.35,14.0,0.05,REORDENAR,True
MASS2294,erratic,AA,0.97,2.0,234.82440741545656,84.57631578947368,150.24809162598288,,5.638421052631578,1.31,0.6113,29,38,37.714285714285715,1,1,0.05,1.0,1.0,1.0,0.05,REORDENAR,True
MASS2020,lumpy,AA,0.97,0.0,24.066,24.066,0.0,,1.6043999999999998,1.515,0.9497,33,50,48.857142857142854,1,40,0.13420125,354.0,8.85,40.0,0.13420125,REORDENAR,True
MASS0616,lumpy,AA,0.97,53.0,166.78846153846152,166.78846153846152,0.0,,11.119230769230768,1.733,1.0588,30,115,114.42857142857143,1,1,0.05,1.0,1.0,1.0,0.05,REORDENAR,True
MASS1347,lumpy,AA,0.97,230.0,49.50000000000001,49.50000000000001,0.0,,3.3000000000000003,2.08,3.2611,25,142,141.14285714285714,0,0,0.0,0.0,2.35,24.0,0.05,OK,False
MASS0409,lumpy,AA,0.97,3.0,9.565384615384614,9.565384615384614,0.0,,0.6376923076923077,3.059,0.6912,17,102,101.71428571428571,1,30,0.086625,126.0,4.2,30.0,0.086625,REORDENAR,True
MASS1378,lumpy,AA,0.97,94.0,78.17307692307692,78.17307692307692,0.0,,5.211538461538462,2.0,0.9634,26,142,141.28571428571428,0,0,0.0,0.0,5.1,60.0,0.070296,OK,False
MASS1064,lumpy,AA,0.97,0.0,21.807692307692307,21.807692307692307,0.0,,1.4538461538461538,1.625,2.1208,32,133,132.71428571428572,1,100,0.310464,265.0,2.65,100.0,0.310464,REORDENAR,True
MASS1060,lumpy,AA,0.97,0.0,16.211538461538463,16.211538461538463,0.0,,1.080769230769231,1.333,2.6699,39,142,141.28571428571428,1,25,0.063963,52.0,2.08,25.0,0.063963,REORDENAR,True
MASS2305,intermittent,AA,0.97,0.0,27.966075439453125,27.966075439453125,0.0,,1.864405029296875,2.308,0.1613,13,30,29.285714285714285,1,1,0.12544,26.0,26.0,1.0,0.12544,REORDENAR,True
MASS2016,intermittent,AA,0.97,2.0,0.7516666666666667,0.7516666666666667,0.0,,0.05011111111111111,7.143,0.144,7,50,48.857142857142854,0,0,0.0,0.0,280.0,1.0,0.245385,OK,False
MASS1819,intermittent,AA,0.97,3.0,11.472200281850416,11.472200281850416,0.0,,0.7648133521233611,3.059,0.4849,17,92,91.14285714285714,1,100,0.073765125,475.0,4.75,100.0,0.073765125,REORDENAR,True
MASS0291,lumpy,AA,0.97,41.0,104.27884615384615,104.27884615384615,0.0,,6.951923076923077,2.167,1.1438,24,142,141.28571428571428,1,20,0.05,78.0,3.9,20.0,0.05,REORDENAR,True
MASS2652,erratic,AA,0.97,442.0,1138.286345238449,794.3249999999998,343.96134523844927,,52.95499999999999,1.0,0.5177,8,8,7.571428571428571,1,30,0.09588,145.5,4.85,30.0,0.09588,REORDENAR,True
MASS1989,lumpy,AA,0.97,111.0,20.134615384615387,20.134615384615387,0.0,,1.3423076923076924,3.25,1.1973,16,70,68.85714285714286,0,0,0.0,0.0,11.2,1.0,0.0139392,OK,False
MASS1418,lumpy,AA,0.97,0.0,96.54230769230767,96.54230769230767,0.0,,6.436153846153845,1.529,0.812,34,138,136.85714285714286,1,100,0.05,39.0,0.39,100.0,0.05,REORDENAR,True
MASS2059,lumpy,AA,0.97,382.0,147.42,147.42,0.0,,9.828,2.273,0.9668,22,50,48.857142857142854,0,0,0.0,0.0,4.6,50.0,0.048544,OK,False
MASS1663,lumpy,AA,0.97,0.0,39.12403846153846,39.12403846153846,0.0,,2.608269230769231,1.857,2.0693,28,119,117.85714285714286,1,40,0.11544,38.0,0.95,40.0,0.11544,REORDENAR,True
MASS0733,erratic,AA,0.97,1.0,371.70840138671934,167.68557692307692,204.02282446364242,,11.179038461538461,1.083,1.6836,48,141,140.28571428571428,1,250,0.056628,400.0,1.6,250.0,0.056628,REORDENAR,True
MASS1837,lumpy,AA,0.97,268.0,49.67307692307691,49.67307692307691,0.0,,3.311538461538461,2.08,0.8786,25,97,96.57142857142857,0,0,0.0,0.0,5.0,10.0,0.17496,OK,False
MASS2129,lumpy,AA,0.97,144.0,96.78088235294116,96.78088235294116,0.0,,6.452058823529411,1.889,1.7424,27,51,50.285714285714285,0,0,0.0,0.0,4.5,10.0,0.117242,OK,False
